PROJNUM,ActivityType
20000820,Riparian
20000821,Riparian
20000822,Riparian
20000823,Riparian
20000824,Riparian
20000825,Riparian
20000826,Riparian
20000827,Riparian
20000828,Riparian
20000829,Riparian
20000830,Riparian
20000831,Riparian
20000832,Riparian
20000833,Riparian
20000834,Riparian
20000835,Riparian
20000836,Riparian
20000837,Riparian
20000838,Riparian
20000839,Riparian
20000840,Riparian
20000841,Riparian
20000842,Riparian
20000843,Riparian
20000844,Riparian
20000845,Riparian
20000846,Riparian
20000847,Riparian
20000848,Riparian
20000849,Riparian
20000850,Riparian
20000851,Riparian
20000852,Riparian
20000853,Riparian
20000854,Riparian
20000855,Riparian
20000856,Riparian
20000857,Riparian
20000858,Riparian
20000859,Road
20000860,Road
20000861,Road
20000862,Road
20000863,Road
20000864,Road
20000865,Road
20000866,Road
20000867,Road
20000868,Road
20000869,Road
20000870,Road
20000871,Road
20000872,Road
20000873,Road
20000874,Road
20000875,Road
20000876,Road
20000877,Road
20000878,Road
20000879,Road
20000880,Road
20000881,Road
20000882,Road
20000883,Road
20000884,Road
20000885,Road
20000886,Road
20000887,Road
20000888,Fish Passage
20000889,Road
20000890,Road
20000891,Road
20000892,Combined
20000893,Road
20000894,Road
20000895,Road
20000896,Road
20000897,Road
20000898,Road
20000899,Road
20000900,Fish Passage
20000900,Road
20000901,Fish Passage
20000902,Road
20000903,Fish Passage
20000903,Road
20000904,Fish Passage
20000904,Road
20000905,Road
20000906,Fish Passage
20000906,Road
20000907,Fish Passage
20000908,Road
20000909,Fish Passage
20000910,Road
20000911,Fish Passage
20000911,Road
20000912,Fish Passage
20000912,Road
20000913,Road
20000914,Fish Passage
20000914,Road
20000915,Fish Passage
20000915,Road
20000916,Fish Passage
20000916,Road
20000917,Fish Passage
20000917,Road
20000918,Road
20000919,Fish Passage
20000919,Road
20000920,Road
20000921,Fish Passage
20000921,Road
20000922,Fish Passage
20000922,Road
20000923,Road
20000924,Road
20000925,Road
20000926,Fish Passage
20000927,Fish Passage
20000927,Road
20000928,Road
20000929,Road
20000930,Road
20000931,Fish Passage
20000931,Road
20000932,Road
20000933,Riparian
20000934,Riparian
20000935,Riparian
20000936,Riparian
20000937,Riparian
20000938,Riparian
20000939,Riparian
20000940,Riparian
20000941,Riparian
20000942,Riparian
20000943,Riparian
20000944,Riparian
20000945,Riparian
20000946,Riparian
20000947,Riparian
20000948,Riparian
20000949,Riparian
20000950,Riparian
20000951,Riparian
20000952,Riparian
20000953,Riparian
20000954,Riparian
20000955,Riparian
20000956,Riparian
20000957,Riparian
20000958,Riparian
20000959,Riparian
20000960,Riparian
20000961,Riparian
20000962,Riparian
20000963,Riparian
20000964,Riparian
20000965,Riparian
20000966,Riparian
20000967,Instream
20000968,Riparian
20000969,Riparian
20000969,Wetland
20000970,Riparian
20000971,Riparian
20000972,Combined
20000973,Riparian
20000974,Riparian
20000975,Riparian
20000976,Riparian
20000977,Combined
20000978,Riparian
20000979,Road
20000980,Road
20000981,Road
20000982,Fish Passage
20000982,Road
20000983,Fish Passage
20000983,Road
20000984,Road
20000985,Road
20000986,Road
20000987,Road
20000988,Road
20000989,Road
20000990,Road
20000991,Road
20000992,Road
20000993,Road
20000994,Riparian
20000995,Riparian
20000996,Combined
20000997,Fish Passage
20000998,Fish Passage
20000999,Riparian
20001000,Riparian
20001001,Riparian
20001002,Riparian
20001003,Riparian
20001004,Riparian
20001005,Fish Passage
20001006,Fish Passage
20001007,Road
20001008,Road
20001009,Riparian
20001010,Riparian
20001011,Road
20001012,Riparian
20001013,Riparian
20001014,Riparian
20001015,Riparian
20001016,Road
20001017,Riparian
20001018,Riparian
20001019,Fish Passage
20001020,Riparian
20001021,Riparian
20001022,Riparian
20001023,Riparian
20001024,Riparian
20001025,Riparian
20001026,Road
20001027,Road
20001028,Riparian
20001029,Road
20001030,Road
20001031,Riparian
20001032,Road
20001033,Road
20001034,Road
20001035,Road
20001036,Road
20001037,Riparian
20001038,Riparian
20001039,Riparian
20001040,Riparian
20001041,Riparian
20001042,Riparian
20001043,Road
20001044,Road
20001045,Road
20001046,Instream
20001046,Riparian
20001047,Instream
20001047,Riparian
20001048,Instream
20001048,Riparian
20001049,Instream
20001049,Riparian
20001050,Instream
20001051,Fish Passage
20001051,Fish Screening
20001052,Fish Passage
20001053,Fish Passage
20001054,Fish Passage
20001055,Fish Screening
20001056,Fish Passage
20001056,Fish Screening
20001057,Fish Screening
20001058,Fish Screening
20001059,Fish Screening
20001060,Fish Passage
20001060,Fish Screening
20001061,Fish Screening
20001062,Fish Screening
20001063,Riparian
20001064,Road
20001065,Road
20001066,Road
20001067,Road
20001068,Road
20001069,Road
20001070,Road
20001071,Road
20001072,Road
20001073,Road
20001074,Road
20001075,Riparian
20001076,Riparian
20001077,Riparian
20001078,Riparian
20001079,Riparian
20001080,Road
20001081,Road
20001082,Road
20001083,Road
20001084,Combined
20001085,Road
20001086,Road
20001087,Road
20001088,Road
20001089,Road
20001090,Road
20001091,Road
20001092,Road
20001093,Combined
20001094,Fish Passage
20001094,Road
20001095,Road
20001096,Road
20001097,Road
20001098,Instream
20001099,Road
20001100,Road
20001101,Road
20001102,Road
20001103,Road
20001104,Road
20001105,Road
20001106,Road
20001107,Road
20001108,Road
20001109,Instream
20001110,Instream
20001111,Instream
20001112,Instream
20001113,Instream
20001114,Road
20001115,Road
20001116,Road
20001117,Road
20001118,Road
20001119,Instream
20001120,Instream
20001121,Road
20001122,Road
20001123,Road
20001124,Instream
20001124,Riparian
20001125,Upland
20001126,Upland
20001127,Riparian
20001127,Upland
20001128,Combined
20001129,Upland
20001130,Instream
20001131,Riparian
20001132,Riparian
20001133,Riparian
20001134,Fish Passage
20001135,Riparian
20001136,Riparian
20001137,Riparian
20001138,Fish Passage
20001139,Road
20001140,Road
20001141,Instream
20001141,Road
20001142,Wetland
20001143,Upland
20001144,Instream
20001144,Riparian
20001145,Instream
20001145,Riparian
20001146,Upland
20001147,Riparian
20001148,Riparian
20001149,Road
20001150,Riparian
20001151,Riparian
20001152,Riparian
20001153,Riparian
20001154,Riparian
20001155,Road
20001156,Road
20001157,Riparian
20001158,Instream
20001158,Riparian
20001159,Instream
20001159,Riparian
20001159,Fish Passage
20001159,Fish Screening
20001160,Fish Passage
20001161,Fish Passage
20001162,Fish Passage
20001163,Fish Passage
20001164,Upland
20001165,Fish Passage
20001166,Fish Passage
20001167,Fish Passage
20001168,Instream
20001169,Instream
20001170,Road
20001171,Upland
20001172,Riparian
20001173,Road
20001174,Road
20001175,Road
20001176,Upland
20001177,Instream
20001178,Instream
20001178,Riparian
20001179,Riparian
20001180,Riparian
20001181,Instream
20001181,Riparian
20001182,Road
20001183,Instream
20001184,Instream
20001185,Instream
20001185,Riparian
20001186,Instream
20001187,Instream
20001188,Fish Passage
20001189,Instream
20001189,Fish Passage
20001190,Road
20001191,Fish Passage
20001192,Instream
20001193,Riparian
20001193,Road
20001193,Wetland
20001194,Road
20001195,Riparian
20001195,Upland
20001196,Fish Passage
20001197,Instream
20001198,Riparian
20001198,Upland
20001199,Wetland
20001200,Riparian
20001200,Upland
20001201,Fish Passage
20001202,Riparian
20001202,Road
20001202,Upland
20001203,Fish Passage
20001204,Fish Passage
20001205,Fish Passage
20001206,Road
20001207,Road
20001208,Road
20001209,Road
20001210,Road
20001211,Road
20001212,Road
20001213,Road
20001214,Road
20001215,Road
20001216,Road
20001217,Road
20001218,Road
20001219,Road
20001220,Road
20001221,Road
20010001,Instream
20010002,Instream
20010003,Riparian
20010004,Instream
20010005,Riparian
20010006,Fish Passage
20010007,Fish Passage
20010008,Riparian
20010009,Riparian
20010010,Instream
20010011,Instream
20010012,Instream
20010013,Riparian
20010014,Riparian
20010015,Riparian
20010016,Riparian
20010017,Riparian
20010018,Riparian
20010019,Riparian
20010020,Riparian
20010021,Riparian
20010022,Riparian
20010023,Riparian
20010024,Fish Passage
20010025,Riparian
20010026,Riparian
20010027,Instream
20010028,Instream
20010029,Fish Passage
20010030,Fish Passage
20010031,Fish Passage
20010032,Fish Passage
20010033,Instream
20010034,Instream
20010035,Instream
20010036,Instream
20010036,Fish Passage
20010037,Instream
20010038,Instream
20010039,Instream
20010040,Instream
20010041,Instream
20010042,Instream
20010043,Instream
20010044,Instream
20010045,Riparian
20010046,Riparian
20010047,Instream
20010048,Instream
20010049,Instream
20010050,Instream
20010051,Instream
20010052,Instream
20010053,Riparian
20010053,Fish Passage
20010054,Riparian
20010054,Fish Passage
20010055,Riparian
20010055,Fish Passage
20010056,Fish Passage
20010057,Fish Passage
20010058,Riparian
20010059,Riparian
20010060,Riparian
20010061,Riparian
20010062,Riparian
20010063,Riparian
20010064,Riparian
20010065,Instream
20010066,Instream
20010067,Instream
20010068,Riparian
20010069,Riparian
20010070,Road
20010071,Road
20010072,Road
20010073,Road
20010074,Road
20010075,Riparian
20010076,Riparian
20010077,Fish Passage
20010078,Fish Passage
20010079,Fish Passage
20010080,Road
20010081,Road
20010082,Road
20010083,Road
20010084,Road
20010085,Road
20010086,Road
20010087,Road
20010088,Riparian
20010089,Riparian
20010090,Riparian
20010091,Riparian
20010092,Riparian
20010093,Riparian
20010094,Riparian
20010095,Riparian
20010096,Instream
20010097,Instream
20010098,Road
20010099,Road
20010100,Road
20010101,Road
20010102,Road
20010103,Road
20010104,Fish Passage
20010104,Road
20010105,Fish Passage
20010105,Road
20010106,Road
20010107,Road
20010108,Road
20010109,Riparian
20010110,Riparian
20010111,Riparian
20010112,Riparian
20010113,Riparian
20010114,Riparian
20010115,Combined
20010116,Riparian
20010117,Riparian
20010118,Riparian
20010119,Riparian
20010120,Riparian
20010121,Instream
20010122,Fish Passage
20010122,Road
20010123,Fish Passage
20010124,Fish Passage
20010125,Fish Passage
20010126,Fish Passage
20010127,Road
20010128,Road
20010129,Road
20010130,Fish Passage
20010130,Road
20010131,Road
20010132,Fish Passage
20010133,Fish Passage
20010134,Road
20010135,Road
20010136,Road
20010137,Road
20010138,Fish Passage
20010139,Riparian
20010139,Upland
20010140,Fish Passage
20010141,Fish Passage
20010142,Fish Passage
20010143,Fish Passage
20010144,Fish Passage
20010145,Riparian
20010146,Road
20010147,Fish Passage
20010148,Fish Passage
20010149,Fish Passage
20010150,Fish Passage
20010151,Road
20010152,Riparian
20010153,Road
20010154,Road
20010155,Road
20010156,Road
20010157,Fish Passage
20010158,Riparian
20010159,Riparian
20010160,Fish Passage
20010160,Road
20010161,Road
20010162,Riparian
20010163,Fish Passage
20010164,Road
20010165,Road
20010166,Fish Passage
20010167,Road
20010168,Fish Passage
20010169,Road
20010170,Road
20010171,Road
20010172,Fish Passage
20010173,Road
20010174,Road
20010175,Road
20010176,Road
20010177,Road
20010178,Instream
20010179,Instream
20010180,Riparian
20010181,Fish Passage
20010181,Road
20010182,Riparian
20010183,Riparian
20010184,Instream
20010185,Instream
20010186,Road
20010187,Road
20010188,Road
20010189,Fish Passage
20010189,Road
20010190,Road
20010191,Fish Passage
20010191,Road
20010192,Road
20010193,Road
20010194,Fish Passage
20010194,Road
20010195,Fish Passage
20010195,Road
20010196,Road
20010197,Fish Passage
20010197,Road
20010198,Fish Passage
20010198,Road
20010199,Fish Passage
20010199,Road
20010200,Fish Passage
20010200,Road
20010201,Fish Passage
20010201,Road
20010202,Fish Passage
20010202,Road
20010203,Fish Passage
20010204,Road
20010205,Road
20010206,Fish Passage
20010206,Road
20010207,Fish Passage
20010207,Road
20010208,Road
20010209,Road
20010210,Road
20010211,Road
20010212,Road
20010213,Road
20010214,Road
20010215,Fish Passage
20010215,Road
20010216,Fish Passage
20010216,Road
20010217,Fish Passage
20010217,Road
20010218,Fish Passage
20010218,Road
20010219,Road
20010220,Riparian
20010221,Riparian
20010222,Riparian
20010223,Riparian
20010224,Riparian
20010225,Wetland
20010226,Riparian
20010227,Riparian
20010228,Riparian
20010229,Riparian
20010230,Riparian
20010231,Riparian
20010232,Riparian
20010233,Riparian
20010234,Riparian
20010235,Riparian
20010236,Riparian
20010237,Riparian
20010238,Riparian
20010238,Wetland
20010239,Riparian
20010240,Riparian
20010241,Riparian
20010242,Riparian
20010242,Wetland
20010243,Riparian
20010244,Riparian
20010245,Riparian
20010246,Riparian
20010247,Riparian
20010248,Riparian
20010249,Riparian
20010250,Riparian
20010251,Riparian
20010252,Riparian
20010253,Riparian
20010254,Riparian
20010255,Wetland
20010256,Riparian
20010257,Wetland
20010258,Riparian
20010259,Riparian
20010259,Wetland
20010260,Riparian
20010261,Riparian
20010262,Riparian
20010263,Riparian
20010263,Wetland
20010264,Road
20010265,Road
20010266,Road
20010267,Road
20010268,Road
20010269,Road
20010270,Road
20010271,Road
20010272,Road
20010273,Road
20010274,Road
20010275,Road
20010276,Road
20010277,Road
20010278,Road
20010279,Road
20010280,Road
20010281,Road
20010282,Road
20010283,Road
20010284,Road
20010285,Road
20010286,Road
20010287,Road
20010288,Road
20010289,Road
20010290,Road
20010291,Fish Passage
20010292,Road
20010293,Road
20010294,Road
20010295,Road
20010296,Road
20010297,Road
20010298,Road
20010299,Road
20010300,Road
20010301,Road
20010302,Road
20010303,Road
20010304,Road
20010305,Road
20010306,Road
20010307,Road
20010308,Road
20010309,Road
20010310,Road
20010311,Road
20010312,Road
20010313,Fish Passage
20010313,Road
20010314,Road
20010315,Road
20010316,Road
20010317,Road
20010318,Road
20010319,Road
20010320,Road
20010321,Road
20010322,Road
20010323,Road
20010324,Road
20010325,Fish Passage
20010326,Fish Passage
20010326,Road
20010327,Road
20010328,Road
20010329,Road
20010330,Road
20010331,Road
20010332,Road
20010333,Road
20010334,Road
20010335,Fish Passage
20010335,Road
20010336,Fish Passage
20010337,Road
20010338,Road
20010339,Road
20010340,Fish Passage
20010340,Road
20010341,Road
20010342,Road
20010343,Fish Passage
20010343,Road
20010344,Road
20010345,Road
20010346,Road
20010347,Fish Passage
20010347,Road
20010348,Fish Passage
20010348,Road
20010349,Road
20010350,Riparian
20010351,Riparian
20010352,Riparian
20010353,Riparian
20010354,Riparian
20010355,Riparian
20010356,Riparian
20010357,Riparian
20010358,Riparian
20010359,Riparian
20010360,Riparian
20010361,Riparian
20010362,Riparian
20010363,Riparian
20010364,Riparian
20010365,Riparian
20010366,Riparian
20010367,Riparian
20010368,Riparian
20010369,Riparian
20010370,Riparian
20010371,Riparian
20010372,Riparian
20010373,Riparian
20010374,Riparian
20010375,Riparian
20010376,Riparian
20010377,Riparian
20010378,Riparian
20010379,Riparian
20010380,Riparian
20010381,Riparian
20010382,Riparian
20010383,Riparian
20010384,Riparian
20010385,Riparian
20010386,Riparian
20010387,Riparian
20010388,Riparian
20010389,Riparian
20010390,Riparian
20010391,Riparian
20010392,Riparian
20010393,Riparian
20010394,Riparian
20010395,Riparian
20010396,Riparian
20010397,Riparian
20010398,Riparian
20010399,Riparian
20010400,Riparian
20010401,Road
20010402,Road
20010403,Road
20010404,Road
20010405,Road
20010406,Road
20010407,Road
20010408,Road
20010409,Road
20010410,Road
20010411,Road
20010412,Road
20010413,Road
20010414,Road
20010415,Road
20010416,Road
20010417,Road
20010418,Road
20010419,Road
20010420,Road
20010421,Road
20010422,Road
20010423,Riparian
20010424,Riparian
20010425,Riparian
20010426,Riparian
20010427,Riparian
20010428,Riparian
20010429,Riparian
20010430,Riparian
20010431,Riparian
20010432,Riparian
20010433,Riparian
20010434,Road
20010435,Road
20010436,Road
20010437,Road
20010438,Road
20010439,Road
20010440,Road
20010441,Road
20010442,Riparian
20010443,Riparian
20010444,Riparian
20010445,Riparian
20010446,Riparian
20010447,Riparian
20010448,Riparian
20010449,Riparian
20010450,Riparian
20010451,Riparian
20010452,Riparian
20010453,Riparian
20010454,Road
20010455,Road
20010456,Road
20010457,Riparian
20010458,Road
20010459,Road
20010460,Riparian
20010461,Riparian
20010462,Riparian
20010463,Riparian
20010464,Riparian
20010465,Road
20010466,Road
20010467,Road
20010468,Riparian
20010469,Riparian
20010470,Riparian
20010471,Riparian
20010472,Riparian
20010473,Riparian
20010474,Riparian
20010475,Riparian
20010476,Riparian
20010477,Riparian
20010478,Riparian
20010479,Riparian
20010480,Riparian
20010481,Riparian
20010482,Riparian
20010483,Riparian
20010484,Riparian
20010485,Riparian
20010486,Riparian
20010487,Riparian
20010488,Road
20010489,Road
20010490,Road
20010491,Road
20010492,Road
20010493,Road
20010494,Road
20010495,Road
20010496,Road
20010497,Road
20010498,Riparian
20010499,Riparian
20010500,Riparian
